grammar_accuracy,syntactic_complexity,lexical_diversity,cohesion,text_difficulty,register_informality,written_formality,cefr
1.0,0.3088235294117647,0.7999999999999999,0.0,0.36875,0.01960784313725489,0.9803921568627451,A1
1.0,0.19934640522875816,0.8128205128205127,0.0,0.1488095238095238,0.11680911680911678,0.8831908831908832,A1
1.0,0.1408823529411765,0.8094339622641509,0.09245283018867925,0.0,0.1823899371069182,0.8176100628930818,A1
1.0,0.030158730158730163,0.7610606060606062,0.0,0.08456072351421193,0.2929292929292929,0.7070707070707072,A1
1.0,0.1818627450980392,0.7666666666666666,0.0,0.39583333333333337,0.03703703703703702,0.962962962962963,A1
1.0,0.18169934640522875,0.8833333333333333,0.0,0.1572916666666666,0.13580246913580243,0.8641975308641976,A1
1.0,0.020833333333333336,0.7318181818181818,0.0,0.0,0.14141414141414138,0.8585858585858586,A1
1.0,0.03333333333333333,0.7444444444444444,0.0,0.125,0.13580246913580243,0.8641975308641976,A1
1.0,0.04583333333333334,0.7999999999999999,0.0,0.1020833333333333,0.1228070175438596,0.8771929824561404,A1
1.0,0.07500000000000001,0.8121951219512195,0.0,0.21726190476190474,0.10569105691056908,0.8943089430894309,A1
1.0,0.052549019607843146,0.785,0.0,0.15119047619047618,0.1111111111111111,0.8888888888888888,A1
1.0,0.2218954248366013,0.925,0.0,0.34298245614035083,0.0,1.0,A1
1.0,0.08472222222222223,0.7,0.0,0.0,0.17171717171717163,0.8282828282828284,A1
1.0,0.2735294117647059,0.7799999999999999,0.0,0.09343750000000002,0.3703703703703704,0.6296296296296295,A1
1.0,0.12549019607843137,0.7411764705882352,0.02698412698412697,0.0,0.01960784313725489,0.9803921568627451,A1
1.0,0.17892156862745098,0.8833333333333333,0.021428571428571422,0.1572916666666666,0.13580246913580243,0.8641975308641976,A1
1.0,0.44509803921568625,0.8999999999999999,0.0,0.22777777777777777,0.0,1.0,A1
1.0,0.4,0.7814814814814814,0.0,0.4125,0.0,1.0,A1
1.0,0.7999999999999999,0.7999999999999999,0.0,0.9105263157894736,0.04040404040404038,0.9595959595959597,A1
1.0,0.05555555555555555,0.7210526315789473,0.0,0.0,0.23976608187134496,0.760233918128655,A1
1.0,0.03333333333333333,0.8128205128205127,0.04999999999999999,0.11303763440860219,0.0,1.0,A1
1.0,0.04027777777777778,0.7693877551020408,0.0,0.0625,0.02494331065759636,0.9750566893424036,A1
1.0,0.05,0.6737500000000002,0.0,0.0,0.0,1.0,A1
1.0,0.7333333333333333,0.9333333333333333,0.0,0.6464285714285716,0.0,1.0,A1
1.0,0.05,0.8312499999999999,0.0,0.2394230769230769,0.027777777777777766,0.9722222222222222,A1
1.0,0.17058823529411765,1.0,0.0,0.0022727272727273372,0.0,1.0,A1
1.0,0.10588235294117647,1.0,0.0,0.20714285714285713,0.047619047619047596,0.9523809523809524,A1
1.0,0.0,0.925,0.0,0.4833333333333334,0.0,1.0,A1
1.0,0.04666666666666666,0.7,0.0,0.0,0.17874396135265694,0.8212560386473431,A1
1.0,0.016666666666666666,0.7285714285714285,0.0,0.0,0.2592592592592592,0.7407407407407408,A1
1.0,0.05,0.8217391304347825,0.0,0.3162280701754385,0.0,1.0,A1
1.0,0.05833333333333334,0.7444444444444444,0.0,0.0,0.053497942386831254,0.9465020576131687,A1
1.0,0.11666666666666667,0.7545454545454545,0.0,0.225,0.0909090909090909,0.9090909090909091,A1
1.0,0.22598039215686275,0.7339622641509433,0.0,0.17572674418604653,0.014675052410901461,0.9853249475890985,A1
1.0,0.10694444444444444,0.8106382978723403,0.0,0.0,0.0780141843971631,0.9219858156028369,A1
1.0,0.05,0.8405405405405405,0.05499999999999999,0.0,0.0,1.0,A1
1.0,0.46862745098039216,0.7594594594594595,0.0,0.05625,0.009009009009009009,0.990990990990991,A1
1.0,0.7,0.6242857142857142,0.0,0.4186224489795919,0.08730158730158728,0.9126984126984127,A1
1.0,0.7,0.7761904761904761,0.0,0.6473684210526315,0.047619047619047596,0.9523809523809524,A1
1.0,0.42941176470588227,0.7,0.0,0.13977272727272733,0.0,1.0,A1
1.0,0.10352474323062558,0.8223880597014924,0.0,0.38095238095238104,0.12106135986732998,0.87893864013267,A1
1.0,0.016666666666666666,0.7761904761904761,0.0,0.2299019607843138,0.0,1.0,A1
1.0,0.17598039215686273,0.7716981132075471,0.0,0.22569444444444448,0.05660377358490564,0.9433962264150944,A1
1.0,0.04083333333333334,0.7999999999999999,0.0,0.325,0.3333333333333333,0.6666666666666667,A1
1.0,0.02777777777777778,0.7736842105263158,0.1421052631578947,0.0,0.18128654970760227,0.8187134502923977,A1
1.0,0.6,0.7406779661016949,0.0,0.5786764705882353,0.11487758945386063,0.8851224105461394,A1
1.0,0.057189542483660136,0.8757575757575757,0.0,0.19849137931034483,0.023569023569023562,0.9764309764309764,A1
1.0,0.061666666666666675,0.7999999999999999,0.0,0.30016129032258065,0.06432748538011694,0.9356725146198831,A1
1.0,0.01764705882352941,0.8925925925925925,0.0,0.10833333333333339,0.24691358024691357,0.7530864197530864,A1
1.0,0.016666666666666666,0.7262295081967213,0.07595628415300547,0.0,0.07103825136612019,0.9289617486338798,A1
1.0,0.427124183006536,0.7821428571428571,0.0,0.31666666666666676,0.08730158730158728,0.9126984126984127,A1
1.0,0.18758169934640526,0.8405405405405405,0.0,0.07738095238095237,0.18918918918918917,0.8108108108108109,A1
1.0,0.12205882352941176,0.8624999999999999,0.175,0.25890804597701145,0.16666666666666663,0.8333333333333334,A1
1.0,0.10196078431372549,0.75,0.0,0.0,0.05555555555555553,0.9444444444444444,A1
1.0,0.05555555555555556,0.7,0.0,0.04378787878787875,0.1111111111111111,0.8888888888888888,A1
1.0,0.06274509803921567,0.7482758620689655,0.0,0.10833333333333339,0.04214559386973179,0.9578544061302682,A1
1.0,0.36127450980392156,0.7871794871794872,0.0,0.3670454545454547,0.23076923076923075,0.7692307692307693,A1
1.0,0.6166666666666668,0.8135135135135134,0.14684684684684685,0.7678571428571429,0.12912912912912913,0.8708708708708709,A2
1.0,0.18616557734204792,0.7999999999999999,0.03469387755102041,0.09722222222222224,0.13832199546485258,0.8616780045351474,A2
1.0,0.3892810457516341,0.7,0.11003584229390682,0.24375,0.17562724014336914,0.8243727598566308,A2
1.0,0.1376470588235294,0.7366197183098591,0.06056338028169015,0.0833333333333334,0.07668231611893582,0.9233176838810642,A2
1.0,0.10862745098039217,0.7799999999999999,0.0,0.12666666666666676,0.1111111111111111,0.8888888888888888,A2
1.0,0.08055555555555556,0.6095238095238096,0.06190476190476191,0.0876177024482109,0.20634920634920628,0.7936507936507937,A2
1.0,0.06285014005602241,0.6168532338308459,0.0661691542288557,0.26748768472906403,0.05472636815920395,0.945273631840796,A2
1.0,0.1314425770308123,0.7558823529411764,0.06470588235294117,0.21428571428571425,0.11764705882352938,0.8823529411764706,A2
1.0,0.04404761904761905,0.7523809523809524,0.0,0.11476449275362315,0.1534391534391534,0.8465608465608466,A2
1.0,0.12026143790849675,0.7680851063829787,0.0,0.28210526315789475,0.21985815602836878,0.7801418439716312,A2
1.0,0.030952380952380953,0.7468085106382978,0.0,0.09624060150375939,0.03073286052009454,0.9692671394799055,A2
1.0,0.13941176470588235,0.6782758620689655,0.0,0.25171568627450985,0.15708812260536395,0.842911877394636,A2
1.0,0.05514705882352941,0.7413793103448275,0.012643678160919544,0.09560931899641574,0.2260536398467433,0.7739463601532567,A2
1.0,0.03888888888888889,0.8164891304347824,0.0,0.04524482109227872,0.17874396135265694,0.8212560386473431,A2
1.0,0.291421568627451,0.7791666666666667,0.0,0.11758720930232558,0.12037037037037035,0.8796296296296297,A2
1.0,0.7999999999999999,0.8238095238095238,0.07248677248677247,1.0,0.06525573192239857,0.9347442680776015,A2
1.0,0.19699346405228757,0.8471698113207546,0.0,0.10734042553191489,0.14046121593291402,0.859538784067086,A2
1.0,0.7333333333333333,0.75,0.13333333333333333,0.7364583333333332,0.05555555555555553,0.9444444444444444,A2
1.0,0.3130718954248366,0.7893617021276595,0.10851063829787234,0.14903100775193803,0.0780141843971631,0.9219858156028369,A2
1.0,0.04583333333333334,0.7,0.0,0.20555555555555555,0.07407407407407404,0.9259259259259259,A2
1.0,0.03857142857142857,0.7130434782608696,0.0,0.04523809523809526,0.13043478260869562,0.8695652173913044,A2
1.0,0.051120448179271694,0.7218749999999999,0.0,0.11381401617250671,0.06249999999999998,0.9375,A2
1.0,0.3191176470588235,0.8762711864406779,0.1926553672316384,0.4125,0.0018832391713747654,0.9981167608286252,A2
1.0,0.2241830065359477,0.8531914893617021,0.10851063829787234,0.33333333333333337,0.0,1.0,A2
1.0,0.04842543077837197,0.7679618768328447,0.0,0.25941558441558443,0.08004778972520908,0.9199522102747909,A2
1.0,0.08745098039215687,0.717910447761194,0.0,0.0,0.05472636815920395,0.945273631840796,A2
1.0,0.03333333333333333,0.7999999999999999,0.0,0.0,0.19753086419753085,0.8024691358024691,A2
1.0,0.02777777777777778,0.7310344827586206,0.0,0.0,0.11877394636015322,0.8812260536398467,A2
1.0,0.04666666666666666,0.7262295081967213,0.07595628415300547,0.0,0.07103825136612019,0.9289617486338798,A2
1.0,0.0419047619047619,0.7929999999999999,0.0,0.16071428571428575,0.09465020576131684,0.9053497942386831,A2
1.0,0.020833333333333336,0.7736842105263158,0.0,0.2710606060606061,0.1228070175438596,0.8771929824561404,A2
1.0,0.06764705882352942,0.7259259259259259,0.09012345679012344,0.0,0.09465020576131684,0.9053497942386831,A2
1.0,0.06285714285714286,0.7705882352941176,0.0,0.08035714285714288,0.10675381263616555,0.8932461873638344,A2
1.0,0.13039215686274508,0.7531249999999999,0.07083333333333333,0.15833333333333338,0.027777777777777766,0.9722222222222222,A2
1.0,0.05634920634920635,0.810204081632653,0.0,0.08035714285714288,0.2063492063492063,0.7936507936507937,A2
1.0,0.31053921568627446,0.7942528735632184,0.196551724137931,0.1134615384615385,0.16985951468710084,0.8301404853128992,A2
1.0,0.10490196078431371,0.8285714285714285,0.0,0.07286184210526318,0.2698412698412698,0.7301587301587302,A2
1.0,0.07895927601809954,0.7748201438848921,0.06258992805755396,0.12929025423728815,0.12869704236610707,0.8713029576338929,A2
1.0,0.2501307189542484,0.7492753623188405,0.06328502415458938,0.05193548387096776,0.14653784219001606,0.8534621578099839,A2
1.0,0.03204948646125115,0.6580396174863389,0.0,0.16648351648351642,0.14389799635701273,0.8561020036429873,A2
1.0,0.21261437908496733,0.8680833333333331,0.07083333333333333,0.1760964912280702,0.09722222222222221,0.9027777777777778,A2
1.0,0.055952380952380955,0.7029237288135594,0.0,0.30625,0.11487758945386063,0.8851224105461394,A2
1.0,0.04523809523809524,0.8217391304347825,0.0,0.28319327731092436,0.08212560386473428,0.9178743961352658,A2
1.0,0.04142156862745097,0.7727272727272727,0.0,0.017753623188405766,0.0909090909090909,0.9090909090909091,A2
1.0,0.6191176470588236,0.8131907894736842,0.08362573099415203,0.4695578231292517,0.23976608187134496,0.760233918128655,A2
1.0,0.030952380952380953,0.7999999999999999,0.0,0.0,0.17874396135265694,0.8212560386473431,A2
1.0,0.34509803921568627,0.7999999999999999,0.0,0.4375,0.05555555555555553,0.9444444444444444,A2
1.0,0.18999999999999997,0.7912280701754385,0.0,0.225,0.044834307992202706,0.9551656920077973,A2
1.0,0.043650793650793655,0.7545454545454545,0.0,0.0,0.13131313131313127,0.8686868686868687,A2
1.0,0.23818627450980395,0.7927536231884058,0.0,0.09188524590163931,0.04991948470209339,0.9500805152979066,A2
1.0,0.20523809523809525,0.7888888888888889,0.040740740740740744,0.4243506493506494,0.012345679012345664,0.9876543209876544,A2
1.0,0.39316059757236227,0.7642857142857142,0.0857142857142857,0.0808441558441558,0.16666666666666663,0.8333333333333334,A2
1.0,0.5362745098039216,0.8074626865671641,0.0,0.375,0.187396351575456,0.812603648424544,A2
1.0,0.0696623093681917,0.809090909090909,0.0,0.1875,0.1313131313131313,0.8686868686868687,A2
1.0,0.18837535014005605,0.7130434782608696,0.03913043478260869,0.0,0.13043478260869562,0.8695652173913044,A2
1.0,0.23651960784313725,0.7205607476635514,0.27819314641744547,0.08711376404494384,0.2211838006230529,0.7788161993769471,A2
1.0,0.6666666666666667,0.8413533834586465,0.16716791979949874,0.6346036585365853,0.13951545530492895,0.8604845446950711,A2
1.0,0.33025210084033607,0.7999999999999999,0.09738562091503268,0.22756320224719104,0.25925925925925924,0.7407407407407407,A2
1.0,0.08032679738562093,0.79438202247191,0.04157303370786517,0.11166666666666672,0.2634207240948814,0.7365792759051186,A2
1.0,0.1038095238095238,0.7639175257731958,0.03539518900343642,0.13182926829268293,0.0263459335624284,0.9736540664375716,A2
1.0,0.08047385620915032,0.7927536231884058,0.0,0.029002192982456165,0.08212560386473428,0.9178743961352658,A2
1.0,0.21094771241830068,0.7583333333333333,0.10555555555555554,0.2574191279887483,0.16666666666666663,0.8333333333333334,A2
1.0,0.12601307189542485,0.7999999999999999,0.0,0.0,0.12037037037037035,0.8796296296296297,A2
1.0,0.6,0.6989622641509434,0.0,0.4554347826086957,0.26624737945492655,0.7337526205450735,A2
1.0,0.2285714285714286,0.7777777777777778,0.0,0.06833976833976826,0.061728395061728385,0.9382716049382717,A2
1.0,0.1686492374727669,0.8096153846153845,0.09487179487179488,0.11772727272727276,0.08119658119658117,0.9188034188034189,A2
1.0,0.306610644257703,0.8727272727272727,0.08787878787878788,0.2571428571428571,0.010101010101010088,0.98989898989899,A2
1.0,0.6583333333333333,0.7684684684684684,0.026726726726726727,0.6833333333333333,0.08908908908908907,0.9109109109109109,A2
1.0,0.37943977591036415,0.8145631067961164,0.16084142394822007,0.15476190476190474,0.25566343042071193,0.7443365695792881,A2
1.0,0.17058823529411765,0.8208333333333333,0.10555555555555554,0.0,0.12037037037037035,0.8796296296296297,A2
1.0,0.24307500778089014,0.8039999999999999,0.12666666666666665,0.21562181447502543,0.08444444444444443,0.9155555555555556,A2
1.0,0.016666666666666666,0.8333333333333333,0.0,0.0,0.08641975308641975,0.9135802469135803,A2
1.0,0.04666666666666666,0.7150943396226415,0.0,0.0,0.14046121593291405,0.859538784067086,A2
